Item_Identifier,Item_Type,Item_MRP,Sales,Outlet_Identifier,Outlet_Type,Outlet_Establishment_Year
6c4392ab-74d0-410d-a9af-f9916fc3c31c,Clothing,418.03,1711,0ed23ab8-52ed-4f35-b1f0-111f5ccaf7c3,Supermarket,2009
74056a1f-e7ca-47ca-9155-550edf9d2b01,Food,405.55,1574,b15e9b95-d07c-459b-9cac-dce9ccead144,Supermarket,2009
13892d47-7bd9-49be-ad20-81618e1c3134,Food,115.42,2264,848facbb-40ad-4c4c-85ac-c413723c2619,Electronics Store,2017
6843739f-6792-4ed1-953f-886c5bf7bbfa,Appliances,241.87,5603,104437b7-02b8-4845-8565-ffc450815d9d,Electronics Store,2005
5250ec65-c07a-496d-b408-06d7758e508c,Electronics,51.8,736,e6fd3291-7ad2-440d-8796-c2c1f0f12fb8,Online,1992
0d66c86e-fe7f-4fe9-b2d9-b4da5d08c04a,Appliances,117.11,3935,e8d7ca7a-64f5-4239-80c4-a4861f173559,Fashion Store,2010
4c551586-800b-4e3b-9334-3d592fb29645,Appliances,268.49,3627,c899b283-2857-4cea-8643-40c60cbb86bb,Fashion Store,2000
bb79f5e2-b6f7-4038-ad69-20bc78ed4387,Food,136.07,7990,484ae56e-89c1-4477-ac3d-796829fc428c,Electronics Store,1991
9e743ba3-7d18-4ce0-bb45-2709446d4eac,Clothing,489.99,6445,0750ebb1-c35f-4b24-8851-7db75bde0de8,Electronics Store,2006
469f2bdf-37ba-47f0-917a-766cc2635ab7,Food,473.2,1262,ad9de923-f808-4202-b2c7-9d69bc32fad0,Supermarket,2001
578c5f89-0b42-47e0-9efc-253705c1b91a,Appliances,477.3,7991,3e2eac98-14dc-4849-aa04-cedb9a89f108,Fashion Store,1995
e8bfdd42-fc93-4127-85d1-afc7836a83d3,Electronics,175.71,9568,ce8e6caf-3fb8-4739-bc85-62dacff11040,Online,1998
1ed0e4c9-cddc-41ba-b8f1-a48f15871dd0,Food,265.38,716,79dc9e59-cf56-41aa-86d3-93f53be8e074,Fashion Store,1993
89e93091-e430-4c67-9ede-c97a783cbfb9,Electronics,360.87,8715,24c8b245-4a6f-45b7-96be-45b4d88d05f8,Electronics Store,2013
52e0724b-aa7c-4f38-a676-25e37ea137d8,Clothing,288.57,3519,3947c995-6f88-4d36-8a21-76bda02ae318,Electronics Store,2018
7e708113-4669-4bd3-9888-b8add9dcc4e8,Clothing,141.41,8905,ce0664ca-b39c-404e-8900-cb56384278e8,Supermarket,2013
8868e27f-fd9b-4619-9b77-08c47ee2d3ba,Appliances,245.19,9907,bf386a40-7722-41b4-9c85-95561767c81d,Electronics Store,2014
6b044528-cef7-4e8a-9026-ab1397af7bf1,Appliances,400.72,3966,2e76d05b-f360-47ad-b870-99ededa613bb,Electronics Store,1994
0e2b4acb-ef6d-45c9-84f2-07ddf369a790,Electronics,186.33,5969,e4c70878-ce5f-4246-a573-856e4fadb8ed,Electronics Store,2003
bb86351e-86f7-4f89-a070-c9370b5e51f2,Food,368.56,9879,45a3955e-3fe0-4ed9-852a-cac1fcdd8882,Fashion Store,2003
766772a6-e7da-45c2-8c0a-bee5af7bf8d1,Electronics,462.09,7951,a6c20cef-cd1f-42e7-b25e-10735d51d5a3,Fashion Store,1991
8404fc23-04ef-49c7-b4da-21e1ecae47a7,Clothing,198.41,1971,22c0ad40-44d3-4c00-85f5-d3b74b58c046,Online,2004
cba5bd95-58ac-4860-915e-633e9639b6ae,Clothing,480.31,9988,750aae27-0aac-4922-a073-5ecb02581781,Fashion Store,2011
a9bff469-1eec-48e2-9e7b-f344bd1c887b,Appliances,327.15,1368,85a4c518-a359-4db5-b503-7744a65d3515,Fashion Store,2003
1e8f921a-8148-4775-ae49-31989ee887fd,Appliances,486.19,6087,609e8d51-3935-47c5-b2f2-fe894be88ab2,Online,2017
f5e6bad3-2f9c-42bd-b646-6f887df02f28,Appliances,249.14,4269,831975c4-e5f7-43ec-ad2e-2b9199324b65,Online,1995
fe9d5122-38c3-4e9f-ab8c-a007c84ab876,Electronics,301.92,8836,1ed2f537-1705-46a7-ab5d-49d232531212,Electronics Store,2009
902acb8a-08f1-4e45-913e-ffe6f5802dc4,Appliances,77.03,7688,ecaa034e-63fa-4756-aedf-fc2d1877468f,Electronics Store,2015
af4ff8f7-51b4-409e-a97a-1ce4a854f8e4,Food,170.76,980,1e1cf0b0-3f8b-4020-a975-3b1f36fafe94,Online,2012
5ab52146-1697-4d13-8563-d5d1968db496,Appliances,420.31,1291,b36106dd-ff25-4fbf-b929-f96710a3b735,Fashion Store,2017
1fbb8bd6-983e-4b2b-9eb6-5ccdcec84dc6,Electronics,139.61,1590,6baccf1b-22bf-45b5-8ca9-5c3f06b4828b,Online,2007
05e9e913-f946-4b49-8e3c-3784242f8e19,Electronics,356.34,2391,3b72e493-35a9-4cf5-9edb-b94280d9946c,Electronics Store,1996
6c44f56e-89d2-40b8-823c-999d47f0615f,Electronics,493.62,8393,597c29c5-acdc-4f86-9337-513f8e4033fe,Fashion Store,2007
c2e599b9-d862-42b0-bb9d-8c1b37769bfc,Food,133.86,8352,3ed152d3-abec-452d-ad98-f4d0843f6623,Supermarket,2015
7751664c-6f73-45bd-982d-2deb192bfd8c,Clothing,321.27,8790,f7691ba2-4665-4eed-b0ac-d0bab1119303,Fashion Store,2010
69cef608-5aa4-43c1-b286-55d87d31dcc4,Clothing,120.54,815,fa44a04e-48f9-45f7-893a-cbdc50f66b99,Supermarket,2003
02538f81-7345-4fca-a029-6b1eeab6c640,Electronics,146.79,5334,e4a1553e-06ca-4bdd-9573-2d0887874ac3,Supermarket,2010
8b7d23cc-e3b0-4a71-b897-46eef30efb88,Clothing,212.56,7846,20e468f7-2b1b-4f51-b6f0-985ba05c427c,Supermarket,2000
d73e5e00-dc38-44fe-9b70-cf7c88f7d5ce,Electronics,244.89,7891,d21a61ac-11c2-4e2e-9986-4f288f2367ce,Online,2009
7a5fa097-1417-4896-9b08-5d8f32bd576b,Appliances,161.72,3903,fb9dc248-aaca-419c-8e9e-0b89ed5677b8,Online,1993
4b771a29-1c6e-40c9-aac9-f95787aea930,Clothing,127.39,2825,babe1050-0d59-46eb-a4b4-4874a508552f,Electronics Store,2007
cf2252db-b030-45a1-996f-21b65e8ca6ae,Food,254.39,2816,2178b0b1-2b53-4396-ab49-4790d9930640,Fashion Store,2008
709b96b4-989e-4f6a-bed7-e892db3e1b66,Clothing,65.93,2976,f4954ce2-5a02-4fc8-83e9-06fc38c298da,Supermarket,1991
5961eaee-07e5-4910-921a-f2485e00917f,Appliances,317.65,6641,65f58a6c-7d9d-45a8-9684-fb2d3bd7819c,Fashion Store,2000
70d62367-de61-4595-b603-0fdccb189735,Food,418.46,4410,e88bee86-7d66-41b6-9abf-1638e60eaa7f,Fashion Store,2013
7674cc20-da92-43a3-b9f3-0487fd127934,Food,498.06,7411,7b174d28-25ff-45bd-a683-bc64dd0d8bac,Fashion Store,1999
fc978691-fdc6-48b1-be6a-86e52cd1f863,Electronics,466.01,6996,dc3a6a14-5aee-49f1-b31f-799ed0ef8102,Fashion Store,1991
0ae811ae-8741-4304-9837-64d50c6978d2,Appliances,356.77,3329,a1562201-9243-47bd-a403-83d4b0e7d1a6,Online,2014
91014ae9-0103-4109-83ad-1e7cc4146b18,Electronics,202.46,7891,f2e88a8c-2078-4439-9c28-fd2ef557699b,Online,2004
dfac4e74-be28-4a1d-a668-10f5d037d476,Electronics,98.66,191,00b9b575-1e24-4692-903e-da954f8323e7,Supermarket,1990
f48908d4-d161-4b26-a69e-434954e08bcb,Electronics,258.84,5830,8b2aae5d-c6d1-4c2e-bd6a-65499f6b1b58,Online,2002
dcf577e1-29aa-4931-a849-e011c411b50c,Clothing,457.36,3648,59ad7092-390b-4053-bbb0-48ca46f16a11,Online,2017
4b2ccd9d-3d12-4722-9deb-e3342ca301df,Electronics,293.94,6372,44060999-9b60-42cc-9be9-fa3980daa63b,Fashion Store,2007
a6b64a7e-6600-40ed-8384-090b94b19f47,Clothing,104.83,5940,75d0e83f-74a3-4474-9b97-628d310bf4b4,Fashion Store,2015
a112e268-1da9-459c-bedb-ed703d611866,Appliances,358.06,5658,c33dbe3b-d104-4a4c-a260-261c3cb9864e,Supermarket,2009
e7c76ac0-7a50-44a5-bf34-860b2ec82885,Clothing,270.45,5280,1e511c1f-a6af-4897-ae75-5e6cb8f648e1,Online,1990
db9cb00e-4408-48aa-9250-ed510df404c8,Electronics,423.48,3135,a56ba5c6-958e-45cb-9ccf-8b44035bb999,Electronics Store,2000
4f0fb210-1c62-4a29-95d6-7a62bca86717,Clothing,146.24,628,3ec6f030-f08f-4970-8bee-e740d22ac0f5,Supermarket,1999
59fa6b9b-9c18-4317-873a-cefd0e81ccc5,Food,215.19,9775,4c3188d2-d2e7-46b2-864e-b07f6e04998e,Fashion Store,2002
69fe38ab-ef44-495e-ba42-e80eb71d8de8,Clothing,160.2,2146,b3f78fa9-e297-4490-9ffd-69d03bf332ae,Electronics Store,1990
ff112995-45e3-420b-8891-cab3059bd3ed,Electronics,490.13,6429,e5db0732-9e59-4b8c-b675-b67ccc1c4339,Online,2019
722095fb-c7f9-49d4-bafb-0b346e469746,Electronics,55.03,492,f18a3f97-d1d2-4978-9f28-dbd1e9a07bb4,Supermarket,2007
25936117-0cd2-405c-af78-eede43f4b219,Clothing,471.2,6742,daf9cd6e-108f-4709-aead-b97c397e497e,Electronics Store,2005
00ee6a3f-144b-4102-bf6f-a7a47f8e52ce,Electronics,150.96,6500,e62366b6-3733-46f6-8661-cb687ff57e86,Supermarket,2002
b127073e-07ed-46e0-920a-d2cbb8eec2df,Food,52.62,7998,d5749f40-b261-495d-89b5-3f140e19fb7c,Fashion Store,1992
64bcfc1f-7be8-4b8a-805e-0270abf0d6e6,Clothing,364.66,3434,2f50a456-28cd-4e89-b3f4-b975eba4222b,Fashion Store,2012
ca9cc966-6134-4a70-8dd8-01db4bb4991f,Appliances,469.73,9313,153e283b-46c8-4d3d-a746-06aecf1dc000,Supermarket,2000
d79baa45-5bf1-48de-ba77-5173f63f85bb,Appliances,88.51,330,d1375b8f-fe48-4dce-acf4-33e892a58c1e,Fashion Store,2002
d09dea1e-059e-4808-8b92-8d17f878944d,Appliances,173.85,1978,45ba04e1-b1ef-4fe7-b36f-72ac6633341a,Electronics Store,1994
9f64041f-3879-456e-b01f-085d1069e6e8,Electronics,364.8,7981,44186e05-7711-4c15-85a4-0512aa55c35e,Online,2005
55a8665d-932a-4a8e-aef6-1a26e0bd510e,Food,323.9,2620,28785299-4882-41a3-a7b2-70b9e9a9aacb,Supermarket,2014
f5a82f15-19f2-475a-a27c-1f98133d4974,Appliances,415.25,4574,5407a7f1-89b3-44fa-92df-27d5e8fa5f64,Online,2016
f3f120e5-b048-4dbd-b5e8-2a8cca7e3b84,Appliances,380.49,9454,4ea3613d-0849-493e-8599-5ec67aa0bb42,Online,2013
d846cb3c-f12f-4f99-83d8-67fe061718fb,Appliances,290.84,8513,9b1ab34d-3271-4800-a57b-691cd0506cd1,Supermarket,2015
7a76ee69-13a3-49ff-8cf8-485ea39f1416,Electronics,176.77,5482,ce3e0a37-8278-42a6-b68c-bd720911b1d5,Online,2007
3213e95d-0a20-469c-ae10-a646ae601c28,Electronics,121.5,205,111b495d-a3db-4b61-bbb6-2ad60b92481d,Electronics Store,2015
bd0e2a23-a6ea-4196-8d49-510a27851ea5,Electronics,436.49,9676,3ccbdd01-093c-4108-99af-08383893fa7e,Electronics Store,2012
320eba2c-99fc-4090-b8fe-d28cd02be09d,Food,450.93,7693,5a7626a5-ca07-4adc-9061-95afaffcadf3,Supermarket,1996
16862223-d25e-49d1-8ac5-bcbfb0b29a82,Clothing,286.81,4251,6ed690c4-0d63-4b28-b7c3-8b80dfa3e63e,Electronics Store,1998
5f062a3f-cd7d-41c7-bf82-09669184b21f,Clothing,291.44,3216,d49b4b12-e582-42dd-a6ad-3b32a855f577,Supermarket,1995
4bca20ce-93d5-4ad7-9140-dcacc5123236,Food,299.83,2652,6f45ffd6-3cf5-42a7-8d07-14d4a501f3b2,Fashion Store,1995
e259be2a-0cd4-4eaa-a29b-c7213d8c5df1,Food,203.75,6120,5ca045a0-03ed-437b-9999-96f73629f66e,Electronics Store,2017
e728c636-cbe6-478a-8de7-6715822be101,Food,201.28,573,a30d8a27-e72f-4ff0-aa66-e973c6a1fbfc,Online,2013
03614ae8-1ffe-4419-8149-3ead6127e3fb,Appliances,163.73,742,e53a8c4f-d54d-4f85-b429-13b9a28c33b7,Electronics Store,1995
ff24bff6-0588-4829-b804-24615fd02bcf,Food,155.2,1721,f09593fd-2fd9-440d-bc61-0546e733d86b,Fashion Store,2003
f6204d0c-d8e8-4a38-a45e-c63d9197b128,Food,341.2,3110,c46b277e-7000-4e24-98c3-19c2481630a8,Electronics Store,2016
6e2e69e8-e2b3-44b2-84e5-0970e1edd065,Appliances,114.73,6795,3f69c44b-e3ee-4c25-8d41-e678fe6807b8,Electronics Store,2016
be16450d-d06f-4bb0-b94a-419f3cb85e12,Clothing,68.96,344,2971f2bb-e401-4bf6-b0e5-45ff4fbd599d,Online,2018
9500a1d7-fbf4-4555-bf35-b029b0b36b47,Food,286.31,410,f6117c7e-7365-4a88-aefa-6bf203efaec1,Electronics Store,2003
64836929-dfb2-4617-bff2-2c279fdb5f8e,Clothing,404.67,6287,cf5a275b-9a63-4424-adc5-4fb9515036aa,Supermarket,2016
3ed42edf-dbcf-49f8-83aa-68890a160707,Food,306.49,2190,40a2bf1b-3783-494d-b7ac-627c94a11148,Supermarket,2008
25ac896b-2bf2-45d0-ab48-66c4d851dae5,Food,333.49,9718,7f3423c7-5962-496e-b56a-2e951a635f63,Electronics Store,1992
a79a3142-21b0-4da2-ade3-6e18aa9dc3e8,Clothing,374.11,5357,023551b1-1405-4c94-9ea3-63909d889b38,Electronics Store,1998
a07dd379-680f-4e99-a5e0-2c90c12d8efc,Appliances,263.27,569,15277b0a-03e0-4be4-8d9b-dd4b053ef76a,Fashion Store,1996
c613f8dd-e34d-4e23-a8c7-e7f4b946c5dc,Food,475.64,1478,a98ba761-c8f6-4ff2-aebd-afe558703d03,Online,2001
561a8d5b-f319-434f-a7d3-5b69f224f5b2,Clothing,431.8,7373,177b304c-80fc-46b6-bfd1-646576dc90a8,Supermarket,2018
4b52f9cd-ada0-404a-99b8-c7bbbcbac182,Clothing,355.48,6650,80154d41-5066-42c4-b18a-24ec04c5445b,Supermarket,2020
f9959f44-5909-46bb-ae1b-0200ea3764af,Appliances,325.72,8494,5c09768e-3d58-430b-9db9-c4ce84c7fd27,Online,2013
ecd77be6-ec73-4b09-9973-04970afdc4be,Appliances,173.95,6309,16558a72-711c-481f-ae92-b87925fdc2df,Fashion Store,2007
e09d38d4-209f-43f8-a9e5-2dcd343857f0,Food,181.48,5456,01cee4b9-84dc-4db0-823c-da3372cec251,Online,2007
3d0f6813-2265-459e-a8bf-735c10f864a8,Electronics,410.35,8834,4a03a9f4-5552-4cf6-a8bb-eb4c6db35f78,Supermarket,2017
abdc4801-3010-455b-94a6-48a0d968a717,Clothing,215.02,7261,cd5d0a71-f527-4b55-90f3-cd9fb45d3354,Fashion Store,2016
1a416645-60d9-4b21-8884-74eec415d4c2,Clothing,165.93,8659,59737dae-e7dc-4e38-ac3b-1add972c3af1,Online,2018
987b4f7a-9615-4768-9057-0b490923bfd5,Food,144.0,4933,761c0b4c-03cf-4f2b-ba7d-eb833ce44b5f,Online,2013
83c84c3c-5ef1-49ec-96dc-eafebe6347d1,Electronics,490.06,4289,6cfd1b7e-5628-4c22-9611-f59b55e69fe3,Electronics Store,2002
4bfc42a1-5f54-4226-a7cd-0581223dee01,Clothing,354.74,7199,1e5d21ea-bd47-4985-b42c-6979ff55642b,Electronics Store,1995
7aa04c5a-10ff-41dc-a5a1-378ca720b7a2,Appliances,60.69,5432,4b4fb396-5a72-420c-a459-ab3193a0878e,Online,1992
0efffc46-73ec-44bf-9edf-e61cf6759ca0,Clothing,475.3,4398,4a2eefd3-e532-45b9-b38a-83c1aea87ab3,Supermarket,1999
a5212229-a377-49bc-ab91-fb8263fbaa9e,Clothing,396.73,1351,96f27847-a987-4bec-8bc3-6396a01b0a30,Online,2014
101b4d70-9304-49fb-9e55-e1cab4dec52e,Food,190.21,8030,733602f1-c594-4677-a945-4ac1d6fedd0b,Supermarket,2006
66dd1cc2-d572-4862-9ca5-1ccf4c7e5ece,Food,393.83,3301,4ca2ba2c-da77-4765-b023-422a1d07701d,Fashion Store,1991
93a135cc-7a55-48f1-8c8e-5f4c9322fe15,Food,65.86,4911,cbdaa581-0fdd-4bfd-8cf8-c7faf6ca2116,Supermarket,1991
64238b50-dc23-4e8c-9dc1-af9fa60de2c0,Clothing,431.9,8708,4234a5a7-2903-400a-868d-d252d8db9317,Electronics Store,2005
ffd82920-3d0b-4f2e-bc9b-3a6974a45f8b,Electronics,391.86,6112,c641a142-464d-4bb8-b513-77ab090ded20,Fashion Store,1994
666bd9dc-0c6a-42fd-a9e6-a51092cac7ca,Clothing,295.49,1950,c790cfea-b9b6-4acc-8b9a-3746d5db9c15,Online,1992
9343ad50-cf8b-4c3a-8313-d814c46f8ddf,Clothing,150.82,8380,868519a3-3a05-45ee-a33f-586f96ec940c,Supermarket,1992
a7f3cd14-5b8a-4f6b-86be-7be8f0c08c6f,Electronics,480.18,8836,769a6f7e-0bdd-4475-afda-78f1427ccb9f,Online,2011
72cb5bfc-179c-4b1d-bb3f-97de1b7d2a75,Electronics,201.39,8097,b1de8b6d-6881-48f7-ac24-5ee5c3e9ebff,Online,1992
0a910050-d8c1-4e8e-bb88-3337d22f0db8,Clothing,475.92,6540,6941c2bf-8cfb-45a2-8ed9-0e6a1d6bde9c,Online,2006
f81143e7-a760-47eb-b71f-11b58f257ba1,Appliances,174.52,2807,70c9ce14-f753-4863-9f81-5ced3fb68dda,Electronics Store,2017
ff24a573-d6af-4868-a6a6-d379cde0aae4,Electronics,123.76,8526,6bc5f814-3ea9-4e2d-9884-4a022ec1211a,Online,1996
99ebf270-8b55-457b-80ed-659ae0f8d3a8,Electronics,126.55,8310,52f6eca1-e7bb-4f40-af25-9ebd0ba94144,Online,2017
c843382a-1d82-420a-afd1-f8ae3f1f7dc4,Appliances,248.25,2092,7a6d0abc-ca40-4dd2-8a25-8acefe754fd3,Fashion Store,2002
3176d798-1a33-4b58-a3e1-f33d50a211df,Electronics,287.53,2229,c0d93142-c720-49a3-99a3-aa4912941093,Fashion Store,2019
ec79636e-57af-41a3-8db7-3e04e48c8e84,Clothing,488.01,6723,8c4c7ed4-a90e-4e1e-a525-8d4ecc2cc97b,Online,1998
0b9be7cb-0dfb-47f9-9dfb-85c9aba26a43,Food,147.82,6220,77cac9aa-b3b9-4de5-ab99-02c9e78de00f,Online,2008
eebf6649-202c-43da-b2e6-a549da9792c7,Food,55.8,4055,679dcbf3-f759-4ed7-958b-97ed7ec3bc20,Online,2004
63bf2e9b-e863-49b9-825d-03c43d623cbb,Clothing,106.63,9805,97f8a8a5-f922-459f-a756-330eae3c77f6,Fashion Store,2002
6c281014-f160-4aa0-8613-bf3c3290e2ef,Electronics,193.61,6157,8e9ba5b6-d7ca-4460-87f4-d3fe6b5bbf25,Supermarket,2017
c62b5451-fe5c-418d-8edc-6a310562d0b2,Appliances,269.61,8781,457442ec-453e-4c85-ad23-b15f312f4351,Electronics Store,2017
13c18371-ec2b-4d4e-9cd2-e1d2a368f797,Electronics,451.12,2685,990edc8c-e9f4-42e4-85f3-c028362a8de4,Online,2020
1061787e-29d4-44ae-b0c7-ae08b08b5984,Food,92.76,1179,ef8e6cd3-41fb-437f-b674-4397430c85ab,Electronics Store,2003
738a3d52-8ab9-4d3a-b5c1-1b1a55d91889,Clothing,168.27,4128,38d7f8f4-7849-48a6-b760-15ce74480150,Fashion Store,1990
e8e3dad8-789a-4bbf-9cb1-2295b1d8c90a,Appliances,323.51,1599,2615c9a8-a6b6-44f6-bebe-57c2d75c0254,Electronics Store,1992
ece9dd7e-2b9b-47af-a179-3a5e801f41d7,Food,207.4,8751,5ffbbdc6-1615-4170-bc1f-b7f903ae00bd,Online,2014
741a2e8d-5d04-422d-996a-355b78ea331f,Appliances,137.7,9816,52c3db5b-ef0e-4bba-9cc8-0c56d36b1e25,Electronics Store,1999
ee173c6b-9168-4eb0-9fb5-801907f1b586,Electronics,181.53,5074,4d731df4-7f66-4cd7-80ec-889f4e2ff31b,Electronics Store,2002
7ce17d88-a3b0-417d-b4eb-4979eb273560,Appliances,196.92,6344,15e30449-04da-49a3-aed0-7dd4e67fb45e,Online,2008
f62d45c5-fa3d-4a92-89a1-c003f2cd70e1,Electronics,199.76,9126,20e32ccf-85bb-4a39-9828-01b98195a633,Electronics Store,1990
f64867e8-9ccc-464e-a1e9-85174eae9fcc,Food,352.74,6813,902950dc-91c9-49ec-b607-3c63917c02fd,Online,1997
df32b75f-08d5-4dbb-90bb-e0d9c3eb13f7,Appliances,325.91,5247,929fce50-04c6-4fc8-ae94-033495da7132,Electronics Store,1996
eb1ab419-4cd0-421c-8b3d-b3c4b85ae151,Food,145.18,5915,3f667a81-4081-41a0-aafb-7e86323a2df0,Electronics Store,2003
558036e5-fe05-4728-a7df-bc91b129e088,Food,163.38,3600,c85de1f9-6d71-4e1d-87e4-66f54e2a6e1f,Electronics Store,2006
6bcf9ad6-0efa-4328-8ed9-84e6f06c0948,Food,356.82,7240,0f608b16-172e-4e43-9399-9de3daf9fcaa,Supermarket,2003
b21f34fb-b94e-4eb8-a00d-ba7bb86d9be4,Food,175.36,8211,0f53dc87-b574-4746-bc85-792ff055f164,Supermarket,2001
f0f71c45-1402-4580-a55f-104413955cdc,Appliances,425.2,7185,54347aa8-7aba-4e81-9732-4a514f6aabe1,Electronics Store,2010
dac9fcca-0cb6-476b-879d-2e470cb480b1,Appliances,338.86,6713,071b15f9-9da5-4e9a-aaab-eeda36674ffe,Electronics Store,1999
6b55e698-478a-496e-b9f9-695a70129f75,Food,238.55,6668,37ea531d-675f-4b75-a2c4-f22a2106e787,Fashion Store,2003
ef346241-58c7-4505-8ffa-4522fc81e569,Appliances,325.75,8375,fab62b53-7e63-48a1-820e-8c41eaf0b186,Supermarket,2018
0bce5a01-66db-4ae5-a416-6cd838eb085a,Clothing,271.1,7660,a5dfdfdd-9eeb-4381-b7f6-39d164d558ec,Electronics Store,2003
8f88aedd-c187-4778-ba79-cc6e35a4fe66,Electronics,111.82,4598,e8264e31-63a7-4ed9-b79d-ac1b8e370707,Electronics Store,2012
a7b11139-4572-47e4-a1ac-e709da4e0819,Electronics,116.21,9591,6d6a581d-8933-438c-8636-f317491b8c6b,Supermarket,2013
9c000d2f-6a6f-4e95-a90e-f16354c5dca0,Clothing,459.52,7249,f520b0e0-f6d8-451a-af30-37d141f5413c,Fashion Store,2015
5842bace-32d1-47df-ba03-7dd74377a2bb,Appliances,235.68,8008,5b46159f-77d8-4a96-864c-b4563a6377bb,Supermarket,2018
d32a7e05-04cd-4fdb-ac57-97081cb64767,Clothing,338.43,9186,d00b7819-743e-4530-ad64-85a236e707a0,Online,2008
0222a424-645b-4995-9561-69a7592af65c,Electronics,415.77,2168,9123dfaf-aa97-4d84-80ff-8af09ebf44ae,Electronics Store,1997
0f1ba5af-9fdc-4ca4-a0c6-1cc5fd57db09,Food,131.8,5024,6dfce833-dd6a-40f5-b647-7351bbc9aa3b,Supermarket,1991
bd3a4995-92ef-41d4-ab58-46087653181d,Appliances,185.11,3979,fb6a2cf9-8f6e-4153-9eb5-9460edaec7e1,Online,2001
feae311f-038b-4204-8686-63fa2b133ce4,Food,446.43,5155,91177cab-ad0a-4f00-b5a8-f42aeffc1393,Supermarket,2016
c89cc373-2b3f-4e5e-90c9-4fa4abfa90e0,Appliances,295.03,3937,61c92d1f-8386-408a-8d1a-d45d88076430,Fashion Store,1999
d3291c56-3c1d-4ac9-9ff4-62854c812355,Food,314.56,9462,ee1db69c-8982-4eeb-8565-f459343a1a11,Online,2017
3c0e77bc-f879-41c7-8c5f-e5d03fab9543,Electronics,209.5,2271,587dc608-4c51-4c7d-a6fc-e184655c7a3e,Electronics Store,2016
1d5fdf94-a365-4062-9a38-efb07421b51c,Food,85.49,4091,5f437929-67bd-4c47-8201-86f4250e8bec,Electronics Store,2006
464024a3-d45d-4324-a12b-4a3e21ca9799,Clothing,252.4,5715,6eeac0ca-7231-487c-b51d-2839446a242b,Online,2018
a387880a-8c8b-4871-b83f-f0b013375684,Food,358.11,4964,a566ac57-04bd-4749-b45a-e013a2b2e885,Online,1992
ac384857-5fda-4c1a-a68b-05b90cf2d53e,Appliances,285.43,9586,3b798d23-b90a-4941-a56a-417962654cf0,Supermarket,2019
68dc8df8-4d26-45f3-b095-8c2d0951f2c6,Food,431.18,5983,cae614d3-9ade-47cd-86ab-9adf41d22e70,Electronics Store,2017
e7739944-73b5-4517-8b96-c58f52a2b37f,Appliances,109.2,2018,df18a66c-6adb-4e83-9a48-33b1ab2335c1,Online,1990
0db3a251-8394-494f-b16b-43c8ea103797,Appliances,54.12,2235,6ceca547-d29d-4f6d-9e8d-fb3b378d4656,Online,2007
8f951c9f-8761-4b2f-ad94-d30ab26f1781,Electronics,407.38,3615,141fa11e-2555-4c46-938e-a7d022f604d8,Electronics Store,1996
c31463e3-bb18-4ecc-9b9f-e149240572c0,Food,61.01,7779,c86c485c-228f-4eb8-b29f-08cdb512363e,Supermarket,2006
93cd96bb-3e18-485b-af2d-5d0efe2c2273,Electronics,202.55,5557,fbc9c060-779e-4223-a11d-b85ff4bf6429,Electronics Store,1997
949535dc-52c7-4c93-b78c-a113b761137f,Clothing,213.51,6343,7829db26-8120-4e75-a8c6-adfd7d337f91,Supermarket,1995
6313b6fb-404e-4327-806d-28cd8c4e0c5a,Appliances,74.16,5318,99b4c000-15be-4b5e-badb-c07bef89db79,Online,1997
5e11bb64-e5a4-4249-bf97-7f923ffb45c9,Appliances,174.81,3859,6d312bf3-144f-4d80-9eb7-a88c49a3180f,Fashion Store,2004
f68e5559-ae76-423b-ac25-a6c6465d20a4,Electronics,165.99,6302,67583550-50ef-4cf9-a79e-074c25ba02d3,Fashion Store,2018
24ea8bea-20ea-473d-99eb-b9923b0ab8b5,Electronics,221.4,8056,388395e5-4a5d-4528-ae45-7689e53e633d,Electronics Store,2011
61d99cae-959c-4c20-a57c-cb0037c17fe8,Electronics,404.07,7444,f0cc6821-19e1-4c6f-a8d6-16e5ce0f3e00,Fashion Store,1999
d1e8607f-cac4-43b3-9b25-88f8536fd08e,Clothing,307.43,4681,1fba1a82-b3b1-4420-ae7b-759f16dc4f76,Supermarket,1990
e2ad6c89-aead-4368-85e0-d6270ceb290b,Clothing,303.45,9995,0e403e9e-7f54-4213-a174-58eb560f76f0,Online,2011
808a7fe7-88e8-411e-8f02-2e4be605c9bc,Food,83.67,3489,437c0f59-bbc0-48ef-954f-b63363ff07f6,Online,1997
a8cb76ae-9c86-473b-a5fb-81e4d09cca94,Clothing,414.07,990,db4f1edd-7f24-48b2-a01f-c5c9799f1ff7,Online,2002
0b04f60f-3256-4d75-8fa6-b7a1f29f43cf,Appliances,374.2,8675,5327195e-ba4c-443c-97cb-87ce88adb6b0,Fashion Store,2002
e378ddfe-453f-45b2-9c5f-545846cc1df1,Food,300.98,8503,3fdaee0b-df19-4d14-ad5d-3dbeb22366ce,Online,2020
96e6c9d6-d888-4d75-a18f-d03a431c2c7a,Appliances,195.46,6027,f8c60726-9d0d-40c8-a869-67016a9bd681,Supermarket,2006
6c948729-9b15-4635-aa87-f82cd16f3fc7,Appliances,263.97,2748,3064e4ea-d10c-4d7d-9156-3749796f45d4,Supermarket,1996
