Item_Identifier,Item_Type,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Sales,Outlet_Identifier,Outlet_Type,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type
a5403706-6118-40bf-9d64-4c5b8c410ab9,Food,2.1,Low Fat,0.627685,152.87,5768,1f1eafac-003a-4bd7-b085-7d1fe3d86e07,Online,2011,Large,Urban
2e621cad-b9db-4539-af57-de22d92da61c,Electronics,6.8,Other,0.13716,383.89,2092,b5f3c1b5-e5d5-4211-becd-1c3bf7d230ea,Supermarket,2018,Large,Urban
c47f7618-a8a4-421b-89cd-8228a34375b6,Appliances,7.14,Other,0.23679,143.89,1509,c8b86e57-5070-4b62-be25-524c659eebd2,Online,1992,Medium,Rural
012ff1db-d833-4eb9-9e76-114ac175d479,Clothing,0.32,Other,0.441643,56.37,6030,4b92f15a-c1c4-4b64-929c-359e1380665b,Electronics Store,2014,Large,Urban
5eedf802-d00a-4046-a7ac-04b88f0f70fb,Appliances,7.14,Other,0.506671,76.53,3581,7e9c1d48-cd88-4927-917d-d81fe9a75cd0,Online,2003,Large,Urban
6e97a70f-0a50-4a3f-a563-8f7ab1f822e5,Appliances,7.14,Other,0.255377,284.77,6691,100b8991-3c66-454a-b878-b70c74e33022,Supermarket,1992,Small,Rural
4ba8bafb-8156-4a93-9a18-32187b9ec09d,Appliances,7.14,Other,0.302946,482.45,5229,11294816-b5b3-4768-bf28-3d2a367f7c0f,Supermarket,1997,Large,Urban
99a929d2-f537-4bc8-b930-b518f2b61af6,Clothing,0.32,Other,0.99684,367.84,171,4c3fd52f-77a9-47c3-812e-76b1b200fea8,Supermarket,2010,Large,Rural
13668113-841f-4562-aaba-f3643e4fb19f,Appliances,7.14,Other,0.073111,222.61,8341,4ed72cb0-f041-4b15-b4bb-b047c5b97ad4,Electronics Store,1993,Medium,Urban
1cde1d84-7fad-4394-aea1-97d2958f4bcd,Clothing,0.32,Other,0.936789,453.07,981,0e7e0b29-c15b-479b-a0dc-63b2669d742b,Online,2011,Large,Urban
57868143-f49f-4e3d-8ad9-0faf99ec2e9e,Clothing,0.32,Other,0.335047,154.28,704,a439b9f6-4daf-43f0-a1ec-c768448acdb8,Online,2012,Medium,Rural
cc069c2b-56b5-4425-a15d-5ab80dcaaf7d,Electronics,6.8,Other,0.126806,78.58,3225,5ee922cd-2d79-4467-a865-4899e6d7785b,Fashion Store,2008,Medium,Urban
1f3237d5-4de9-400b-89d9-545143d07194,Clothing,0.32,Other,0.230012,83.82,5157,30f4a72a-7b77-48a4-93b6-41ba264b73d8,Supermarket,2010,Medium,Urban
72a561d4-9b0c-4d92-8417-9a3e57ce2576,Appliances,7.14,Other,0.440828,191.03,5783,e998bae8-0131-4a31-8979-e26c199b4eb2,Electronics Store,2008,Large,Rural
ea1d89a3-623b-4174-9c2d-5a142d222562,Appliances,7.14,Other,0.645612,241.62,8076,cd41ed29-39b8-404a-93e0-7293ed61e7d1,Online,2013,Large,Urban
6006b90e-dfce-41a8-b648-f0615e2c1211,Electronics,6.8,Other,0.803867,85.66,7261,b527df93-8bb3-4664-891f-8543284027a8,Online,2020,Medium,Urban
7458c2c8-a53e-4ec2-b9ea-8430375a47f7,Food,2.1,Low Fat,0.037209,382.04,9721,9cbd29ea-7db4-45af-88cc-75e5d431a3d6,Electronics Store,2012,Small,Urban
d47ab96d-5241-4411-b79d-2bceef974f85,Clothing,0.32,Other,0.646065,266.98,5848,1ae4edc7-57b5-449c-aed6-dcb863190203,Fashion Store,2016,Large,Urban
6874f12c-e7f5-46a6-bf5c-aa51db3f5f36,Food,2.1,Low Fat,0.259168,100.74,2631,50ca988d-7547-4b17-8f52-c342a360e5c1,Supermarket,2012,Medium,Rural
d22f6411-6e9c-4410-b78e-0ec5a2301ad4,Electronics,6.8,Other,0.239639,135.73,4333,ff004fec-1df7-44e4-b828-cf20ccaa99cc,Supermarket,2014,Small,Rural
fa61c7a4-4ed2-41d7-8f87-8bcf3e8624a4,Electronics,6.8,Other,0.963536,120.93,8132,babaf79a-9842-43e1-b13e-46fee7714757,Online,1991,Medium,Rural
e9e675bb-ab5a-4ff6-84e4-a1d0704579b9,Clothing,0.32,Other,0.883578,231.08,1031,55fbbad8-6735-437c-9027-2ad74604f45d,Online,1992,Small,Rural
97c6b89c-f048-4e9a-a8ef-ae8f6afc95be,Appliances,7.14,Other,0.185772,403.74,9307,d70be16c-f2f9-4f60-a958-311166ee78e7,Supermarket,1990,Medium,Urban
8fabd500-c619-4f8b-8b87-68957e860148,Clothing,0.32,Other,0.900441,204.9,1813,42c68611-ee6f-4a06-8f43-594758c627f4,Fashion Store,2018,Medium,Rural
1681569a-025a-4bc6-b334-a5551f7ee1ef,Clothing,0.32,Other,0.986321,471.42,8750,c6b89cf0-b103-4d9f-b9e8-df70a79549c0,Online,2010,Large,Rural
99bb7597-197d-477a-a7d2-febcb47a8202,Electronics,6.8,Other,0.14692,362.62,8712,b7b257b4-713f-4786-8803-fc4d1e5113f2,Supermarket,2015,Small,Rural
804dc443-4448-4f38-97a1-5fa86700994c,Clothing,0.32,Other,0.260794,362.32,5388,97e68b38-fb23-4ad6-bfcf-9e29303c45ea,Online,1991,Medium,Rural
8ddbf162-0a7e-4c41-b80f-0575eef48da6,Food,2.1,Regular,0.450958,59.56,6761,00994f59-ec61-4930-acd1-82e289876dc1,Supermarket,1996,Medium,Urban
39890458-bc8c-4474-a1a4-99b864062a88,Clothing,0.32,Other,0.793347,345.9,5147,8c064a17-565b-4397-9b3c-683e4395bc44,Electronics Store,2010,Small,Rural
c728ee53-5889-4ace-9726-bb8fe01d206b,Food,2.1,Regular,0.560553,241.55,5865,5281a2db-41b8-418c-bdf9-e61adca88d38,Fashion Store,2015,Medium,Rural
63fb78cf-60d6-4223-9ea1-a1d972c98351,Appliances,7.14,Other,0.84818,396.25,5768,027719dd-a021-4904-8655-0be1360d32b9,Supermarket,1991,Medium,Urban
1ca5d38f-33f1-4a74-b249-a0e9b156b2a2,Electronics,6.8,Other,0.263722,437.86,9685,46c764c3-9a86-4713-a2ff-3003aee9c4d5,Electronics Store,1992,Small,Urban
868ad184-9c43-4b15-b5d1-c65b68c227fa,Appliances,7.14,Other,0.382742,235.97,6501,d65fc5ea-0d8b-4298-8d6a-c9f187013d38,Supermarket,1994,Medium,Urban
e58612c0-6eb3-47bb-882a-12cd6f2a9678,Clothing,0.32,Other,0.113705,216.49,8988,e8508702-7615-4bd9-a662-68b7214466c3,Online,1990,Medium,Urban
895540eb-79ea-4c4a-8570-3bb4348fbeac,Food,2.1,Regular,0.226193,314.69,4687,dcb1f6cb-d94a-4995-9333-30e195eec1f6,Fashion Store,2001,Medium,Rural
ef0f26e6-45d3-4342-89e5-9e4eecac03bb,Appliances,7.14,Other,0.088712,393.75,6107,8f01af04-179b-4836-b205-7f5ecc675e94,Fashion Store,2018,Large,Urban
ac9fd599-ac62-4192-88ee-00381a88a2f5,Food,2.1,Regular,0.829321,496.62,3180,a6d96b38-9a0c-4bbe-bb27-2162c89f6f5e,Supermarket,2003,Small,Urban
de7480f3-bf1f-4896-a1da-10e998496dc3,Food,2.1,Regular,0.629328,439.47,9888,98f49e8d-c007-4880-b88e-beac1d78a18d,Supermarket,2010,Large,Rural
2bcfa4da-2a4b-4e85-affd-85a7d56f4a7d,Electronics,6.8,Other,0.7162,494.47,3060,2e7e4e32-e7cf-4e54-8a45-493394b58c13,Online,2009,Large,Urban
c484ba33-7b71-4ddc-8e03-e83330832610,Appliances,7.14,Other,0.525602,343.15,4880,8bfe9212-d1c2-47d2-bf54-274da599cdff,Electronics Store,2019,Small,Rural
74e06f52-8dcb-444c-9888-48e84a6f6463,Food,2.1,Regular,0.737465,453.7,6718,7306459c-de5f-4f7b-8301-1d17bcfbb529,Supermarket,2005,Large,Rural
61ebb6c9-7b7e-4b9c-9cdc-150069636847,Electronics,6.8,Other,0.965048,368.79,7807,bfbadd6b-2ee9-4870-b1b4-7e1ef37d52a7,Online,2002,Medium,Rural
53b0fa58-3be4-4a7c-8858-dafebe55e2bb,Electronics,6.8,Other,0.390683,219.47,677,00e55412-b441-4e05-92c2-d0def6080c13,Online,1995,Large,Urban
2b3b6aed-2ea1-4c26-a191-cf6b677fb7c9,Appliances,7.14,Other,0.034948,206.36,5089,4aef737a-fb4a-4c99-9d08-9b4dd0503b76,Online,2019,Small,Urban
c396d7ff-c679-4fde-b176-8f203b25d4e9,Appliances,7.14,Other,0.084998,225.61,2363,41326350-ba12-4133-9e18-3d5e0a40ef80,Fashion Store,2000,Small,Urban
1ad9d092-93ce-4db3-84ab-7f811e58a324,Appliances,7.14,Other,0.254966,363.0,9805,d4ebfbf1-4403-40a0-ac3a-b4940970e54c,Supermarket,2020,Large,Urban
6f6efd4d-ef09-4080-9983-7355025bd1d5,Appliances,7.14,Other,0.822609,142.96,1735,3a8967b3-e5f4-47bd-b59c-96b513b8311e,Fashion Store,1997,Large,Rural
2c7ea93d-4eaf-4111-ac4d-d4fd3e29aa0e,Clothing,0.32,Other,0.648041,278.97,9204,d9d0b357-fc36-4c3a-8990-a70ca72f94b2,Electronics Store,1996,Small,Urban
70f5f99a-6b05-47bd-a119-540203059464,Clothing,0.32,Other,0.842483,67.51,8871,89266167-7303-4994-9298-1c2d4cf46962,Electronics Store,2006,Small,Urban
5d507a7c-8f88-4288-90e1-7dc0d45b9f94,Electronics,6.8,Other,0.368344,153.34,9516,3efefca7-dfb6-4c24-a87f-6d9674c0ac3f,Supermarket,1994,Large,Urban
7fbf6dac-0775-4043-81a3-a26dfe3ea938,Clothing,0.32,Other,0.466752,163.96,2231,e2f3245d-1179-4a8e-a43d-0f3616695d83,Electronics Store,2012,Medium,Urban
59f7eddc-d588-4b16-8800-99c3767a78b1,Clothing,0.32,Other,0.740825,350.19,5035,7a4d6d21-e360-49fd-bba8-20f0e9675848,Supermarket,2016,Small,Rural
aa060a7f-1562-477c-bc4d-7af99de70d89,Electronics,6.8,Other,0.693694,255.01,8941,3dcd168a-f76e-447f-ba8a-0cf1d488b345,Online,2003,Medium,Rural
65ef5fde-c4e3-45f4-9360-bd861dba73a5,Appliances,7.14,Other,0.854087,216.65,1172,28766bfa-9094-4a6f-88f7-490e79e66ff5,Online,1999,Large,Rural
3be90af5-b99d-4355-92fb-ae875243454d,Clothing,0.32,Other,0.80017,312.43,7818,1505a051-7715-4e2e-a7a8-308a8d10621d,Supermarket,2013,Medium,Rural
3df057c4-0175-4ef2-80d5-004e9cc6d766,Electronics,6.8,Other,0.68609,358.42,4780,796cd2c7-1710-4c12-8e5d-6909eff5369d,Online,1995,Medium,Urban
80045430-acc8-40c5-84a7-b0bd6a6b0b52,Appliances,7.14,Other,0.175069,333.41,7183,ea771740-3de7-4a60-ae88-efd40f6c174f,Supermarket,2001,Large,Rural
746ea4da-8285-424a-a73a-6c9b6ba2e71c,Electronics,6.8,Other,0.528169,206.46,1231,16888e5b-c075-4c10-9050-60bdb21ac06c,Supermarket,2007,Small,Urban
0a7c571b-b69e-4605-979a-33d591f26ce2,Clothing,0.32,Other,0.909657,435.13,5819,2caf71ea-8763-4273-b876-36c3a38709b2,Supermarket,1999,Small,Urban
a9c02b3a-672c-4d31-8b9a-5275f0bb1bdf,Clothing,0.32,Other,0.201227,58.85,7284,5981a22f-56db-4db8-861d-1ecbf8956dd2,Fashion Store,2004,Small,Urban
4050ec37-8445-43ca-92ea-1cb78d465231,Electronics,6.8,Other,0.622916,180.09,3974,4f8cb0e6-0c92-4479-92cc-59f70ac75e76,Electronics Store,2001,Large,Urban
a9ddde57-c1f0-4871-8ed3-dae18c4c1a1e,Food,2.1,Low Fat,0.632973,86.51,2680,8e12a2a5-fa2c-4560-af89-30258d455c92,Online,2014,Large,Urban
21c1f7ad-0f1a-4aff-8a2d-83ca5a4e6385,Electronics,6.8,Other,0.763968,475.19,8078,3595d87b-904e-45e9-b973-17b110b981b5,Fashion Store,2019,Large,Urban
b4ab2b23-cdb5-42ff-9906-53e654e628a6,Food,2.1,Low Fat,0.660523,455.2,1385,468975b0-4a17-4c7a-95e8-bc14cb1c9751,Electronics Store,2007,Medium,Rural
d1048ac0-a67d-470e-a844-b0675066deea,Food,2.1,Low Fat,0.059222,426.69,4807,4a8a04f1-2b49-4d9e-8246-756c81374b72,Online,2013,Medium,Rural
bcae51db-c2f2-4a03-98f6-a0ed96a23ee5,Electronics,6.8,Other,0.020779,277.27,5471,29b09562-15dc-49e5-a67c-86e46236baf5,Electronics Store,2001,Medium,Urban
40d6ee5a-2a82-4773-8a2c-59ce6e8e73f4,Appliances,7.14,Other,0.743681,420.23,8611,8f1198c6-f8d6-4c2f-8efb-fb6bf2b0cabc,Electronics Store,2017,Large,Urban
9cfbdb2c-fa4a-4f60-92d1-68a9f986dacf,Food,2.1,Low Fat,0.417829,382.2,6363,846e5bf7-1700-4ebb-a9e2-0f03ad6ac113,Online,2002,Large,Urban
4f8008c3-eb63-4e03-8597-b656af15e98e,Food,2.1,Low Fat,0.675897,135.74,111,fa04b3c9-3e8e-4f31-8c0e-5ac226051acf,Electronics Store,1990,Medium,Urban
0554309c-964c-4856-98c9-96d32b1d4ee3,Clothing,0.32,Other,0.252612,220.88,1801,d65491a9-8ec5-48c8-8ef9-7e932244f441,Electronics Store,1994,Small,Rural
ad584d15-4074-44ad-8167-d13185a59c2c,Clothing,0.32,Other,0.179223,435.89,9334,1e3254a0-ae5b-416d-8254-27f243a985f2,Fashion Store,2020,Large,Rural
39362d75-c8d0-49b1-a1dd-9935ce48bbe2,Food,2.1,Regular,0.846207,492.02,8201,fe28af5a-e7bb-4775-9e7f-9488a239fcd6,Supermarket,1995,Small,Urban
63a80561-05e0-4d55-a76b-c1446bd73867,Food,2.1,Low Fat,0.605361,179.05,9708,78f817ae-a307-462d-ba9f-7df3c2089a5f,Online,2006,Medium,Rural
60df6438-421e-48ce-a0c1-a0e816313e80,Electronics,6.8,Other,0.675016,469.09,8564,11a79b39-ea77-4d00-bbe5-64fb75fd0eec,Electronics Store,2008,Large,Urban
d7070a8b-4f07-4336-a19b-d3df8a23c9bc,Appliances,7.14,Other,0.519781,127.79,4874,8ea9e031-33bc-471c-bc97-e220f670fd71,Fashion Store,2017,Large,Rural
34fbe036-9c6a-4b83-9dab-d74b8111ea0f,Food,2.1,Low Fat,0.397661,126.2,1347,08d0493c-0b2e-4f06-996d-43861302ad97,Fashion Store,2009,Small,Rural
498adaa7-f456-48d2-a31f-a38347a9b491,Electronics,6.8,Other,0.153996,478.24,5323,0614d00d-4257-42a7-b654-62c16aa44e80,Electronics Store,2004,Small,Urban
843b2fc6-1fb3-4aa6-83d3-1878755a9f9e,Electronics,6.8,Other,0.153763,228.39,767,58c27bab-413d-4cc0-af73-5d969e0ac652,Fashion Store,2004,Medium,Rural
29797e98-7111-45f7-85a3-7fd48a9f102f,Food,2.1,Regular,0.024335,435.79,2541,0f1d737c-75ca-43c4-8159-b52d63b47ff7,Online,2019,Small,Urban
3b5c28f7-c75f-4bec-91e8-2b84d0d4487e,Appliances,7.14,Other,0.487189,440.25,3562,911db165-579c-4862-9169-869cd9565c52,Fashion Store,1998,Small,Urban
e6bd6745-fbb3-4f1d-83c3-4405c132d2bb,Appliances,7.14,Other,0.658419,100.5,2115,0194a859-1654-4717-910d-8c5877fb52ff,Fashion Store,1996,Medium,Rural
dd0e7e15-2c49-4b6a-a65f-a46024cbf883,Appliances,7.14,Other,0.284205,499.12,4273,0efd97af-137c-4b6c-bab1-b7e3c8a50ae2,Online,2003,Large,Urban
2e24e548-3c16-457e-bc10-6a6cdd773607,Electronics,6.8,Other,0.574199,312.77,4455,118246b4-18c6-4a89-9c42-be40747f7106,Electronics Store,2000,Large,Urban
dc791544-ff94-4c20-a66f-dee5196611e1,Food,2.1,Regular,0.475027,270.18,6602,b55386c0-baa4-4151-bf0f-a5ccab870293,Supermarket,2014,Large,Urban
4ef0debc-9586-49b5-a3df-a88ba6bb89b6,Clothing,0.32,Other,0.391019,432.81,2198,0a7ce4af-2a18-48d0-9915-dcf9119c59ca,Fashion Store,2000,Medium,Urban
e792a504-1095-4224-94fd-ea24e1a821ff,Clothing,0.32,Other,0.715605,408.27,109,b09e1ecb-47c1-4321-bb4b-e96d77de9216,Fashion Store,2017,Small,Urban
d548b491-b7eb-4466-a36c-b2edadcf73bf,Electronics,6.8,Other,0.309422,431.86,6176,64aba6ae-a91b-4449-ae9f-72c7c97d8a98,Electronics Store,2013,Small,Urban
28defa00-e22e-43d3-bfea-67ae39df195d,Appliances,7.14,Other,0.648203,213.7,9795,7c4851d7-d69f-487f-888f-1936c3cf0ce2,Electronics Store,2019,Medium,Urban
a9cd11de-1905-4596-9c60-8a1b01f008b5,Appliances,7.14,Other,0.193463,443.22,9295,6c46e558-b5c7-4067-b056-a24336e5dbb4,Online,2004,Small,Rural
05cee109-f8f2-4765-af47-f101e68c2119,Appliances,7.14,Other,0.325684,465.87,7171,f02afe30-36fc-4ee4-8ddd-fdefc7c159e5,Electronics Store,2008,Large,Urban
0db9dbdd-3288-4486-aac4-dca2072ca0df,Electronics,6.8,Other,0.358483,67.4,6199,48685bca-7d53-458b-a63d-cfcaa8a4314a,Electronics Store,2016,Small,Urban
118ca896-bfc0-4910-abee-d2e9d08e8c93,Food,2.1,Low Fat,0.972563,227.13,1009,6dd0743e-e9a9-48ed-8b12-a328ed515723,Supermarket,2019,Large,Urban
b0cc08c4-1cae-43ab-95cc-43f1ceb1798d,Appliances,7.14,Other,0.337595,411.23,1151,60c2c00b-831d-4873-9325-d903cef4b23e,Electronics Store,2008,Medium,Rural
d02b80d2-ace7-4964-9e7a-9f3f8e3c5c4b,Appliances,7.14,Other,0.951885,377.29,4821,c28e4ac2-9c6e-414f-a024-65bbb7d009a6,Fashion Store,2009,Large,Rural
675d5b24-9344-44f9-afda-ede2c26be244,Clothing,0.32,Other,0.159879,485.29,5802,10e35018-ea3c-478b-923a-64bcd72f18e5,Electronics Store,2004,Small,Urban
6fbeb62a-0045-44a3-bf71-988f81b2bea4,Electronics,6.8,Other,0.793615,396.61,1015,19dcd1cb-b4f6-4910-8213-98c7cd137d9f,Electronics Store,2011,Medium,Urban
261c1c49-66e5-4fc4-ab33-bf93ff1511fd,Clothing,0.32,Other,0.157201,313.36,7749,b61133e6-a52a-49f6-bab6-0d9cbaf3c444,Electronics Store,1996,Large,Rural
5c9b3ff1-6b68-4e16-9f00-c0005c082ed0,Clothing,0.32,Other,0.154002,308.61,9095,d59cbd75-23c5-482e-9cbc-5a2f93adb41f,Online,1995,Large,Urban
a86f28db-8153-45f6-b174-a6d59a466b62,Food,2.1,Regular,0.178468,300.74,3041,c5a37ea4-ff2d-4d5b-8a5e-0dd607d134cd,Online,2014,Small,Urban
b5d877a1-a8bc-4b2b-adf1-7e5e1eb195b6,Electronics,6.8,Other,0.909753,332.32,5851,1be22029-4087-4803-91fb-b3aab2390f23,Supermarket,1991,Small,Urban
06aa93df-36ef-4fd4-8e9f-a47809955e28,Clothing,0.32,Other,0.22985,107.57,2345,da765e3d-f573-4649-87f9-e1bc34037cb4,Electronics Store,2010,Small,Rural
a3648f3e-427a-4fb2-9e08-af28915c0a70,Electronics,6.8,Other,0.406931,67.0,5722,0f61ba1a-c42c-4e54-a73b-f140b29f3cf4,Supermarket,1996,Large,Rural
3877a932-edb3-4121-82ec-568e37617f16,Appliances,7.14,Other,0.883301,183.62,7790,54e2c75b-eeab-4286-ac63-5ec044801fd5,Supermarket,2015,Medium,Urban
e8e7b688-2fc0-4dd7-801b-3a27f6590e7e,Appliances,7.14,Other,0.240487,420.25,2808,cf042e99-c12b-4127-a9e8-c60e8b012c87,Online,2007,Medium,Urban
091b0fc6-7355-44bc-ab70-9084ff303278,Food,2.1,Low Fat,0.985915,362.33,496,45a23a8c-86fb-4e5b-9a12-04cc742c1222,Supermarket,2017,Medium,Urban
133349d4-f8d3-46ff-b400-f89498034c26,Clothing,0.32,Other,0.165942,284.86,6020,52a9acfe-ba30-4a3b-942c-041cc4736db2,Online,2008,Medium,Urban
4fc02a21-bcd7-4e7a-b90c-6aa78ead5949,Appliances,7.14,Other,0.964867,466.58,1009,222e2fee-ab32-4a48-82a4-625a9e94af68,Supermarket,2014,Large,Rural
4f71e357-f400-437e-8bbd-ab2fdcbe11be,Food,2.1,Low Fat,0.991674,137.64,7556,8f70deea-efff-4f6b-a16c-df586227aac5,Electronics Store,2002,Large,Rural
0de5e7da-ae6c-42e1-bd18-4248e89282d3,Food,2.1,Low Fat,0.416082,52.85,7800,e59f24dd-d90c-4409-8c8a-3b5554e6d9f6,Online,2003,Medium,Rural
2943a0df-f018-42a0-9684-a467e0c08f9f,Food,2.1,Low Fat,0.56129,485.05,1673,24a18acf-e726-43ef-b679-f4f60000c9e0,Online,1993,Medium,Rural
c0c18316-9749-4051-ba51-e32cdea5fff8,Clothing,0.32,Other,0.923117,357.25,3328,f43c7b4f-85ae-4ad4-b790-aeabe2772060,Supermarket,1993,Medium,Rural
6d3dca77-2774-43d0-a460-e66b0cb6b3de,Electronics,6.8,Other,0.285125,437.67,9369,c9098237-9536-4c1c-8e9b-d64d5697bb8c,Fashion Store,1999,Small,Rural
8c4a2545-2d94-4c2e-b052-d3bde51a6b74,Clothing,0.32,Other,0.323106,471.83,9891,7df47a98-cef9-478d-92c0-fe473748f3b1,Online,2005,Medium,Urban
7a28f099-1b68-4738-b093-1fa0d707d1ef,Food,2.1,Regular,0.84231,113.24,2119,00783d5d-7d09-44c0-a2ee-1c52a98a1956,Supermarket,2008,Small,Urban
b406a731-2b1e-4af4-bf85-9dbc86e4efc7,Food,2.1,Low Fat,0.136448,361.24,3308,b8676776-9545-4455-91fa-d63c958abd08,Electronics Store,2006,Small,Rural
0db086a6-416f-48a1-a99f-76c99e956f4a,Food,2.1,Low Fat,0.640406,129.09,3990,43abdae8-942d-402d-aa10-189519643f8a,Supermarket,2015,Medium,Rural
1c5a4389-0e8a-477a-8b57-18c6025fd8ae,Food,2.1,Regular,0.549466,163.47,5104,19b59c31-74d4-4847-bdb4-73e0d9bf9374,Electronics Store,2018,Medium,Rural
3954e0e3-d6fd-4fb6-9cd0-86ebc61efb81,Clothing,0.32,Other,0.115639,247.89,8188,3252e3fd-782f-4a0e-b0eb-043227441e04,Online,1999,Large,Rural
f431a19a-359d-4ba1-b56b-455769fbdb03,Appliances,7.14,Other,0.339937,344.56,6061,95d8a2da-89b5-4330-aca3-433382b4d0dc,Online,1993,Medium,Urban
ae2e3807-3753-4f9d-b314-047b1b0edc5d,Food,2.1,Regular,0.758586,420.76,3513,5508d622-82c0-4447-95dc-caf2f4ef2d99,Fashion Store,2006,Medium,Rural
0f99154f-cd0f-4653-9fd5-3339a7a31939,Food,2.1,Regular,0.966796,140.07,9267,e5a46a61-70f6-4a1f-b0b3-7c66a7c3d98c,Fashion Store,2011,Large,Rural
5d5e37a2-9700-4063-95ab-b2d0ea13b840,Electronics,6.8,Other,0.409956,454.1,641,84ef3530-7873-4f2d-94a2-8e909c8de045,Electronics Store,2004,Large,Urban
ec75db4b-1db1-4a00-a078-896a80224144,Appliances,7.14,Other,0.546576,276.03,8446,d65f6660-7e59-41eb-972d-f2b17ae0f1c0,Supermarket,1999,Large,Rural
95a95963-6529-4a31-9f51-d670e80a38ec,Electronics,6.8,Other,0.181494,89.42,5334,a4deff8d-1f19-4da6-ba53-47bf93b2a8f2,Supermarket,1997,Medium,Urban
386a9393-37a6-4c9e-92af-e0eee0c88ae2,Appliances,7.14,Other,0.420853,124.4,987,e561b52b-8256-4593-a8b2-5678c3a38cde,Electronics Store,2014,Small,Rural
aa21b1a6-8759-436c-aa3e-72a7694c6a5c,Food,2.1,Low Fat,0.448859,144.18,555,4326432f-c603-4306-9429-70d496e8f0ce,Online,2018,Small,Urban
c3e4a0ac-2820-4c40-99c7-385945b41e06,Food,2.1,Regular,0.063577,165.97,8210,5cb9029f-9e25-4d5e-844f-cb1bb8cd7577,Fashion Store,2008,Large,Urban
dfa89cb7-4119-411e-9381-86456c9f39d3,Appliances,7.14,Other,0.29499,181.0,7552,98e3430e-7e8c-4db1-9a6a-3f7331e17f97,Electronics Store,2000,Large,Urban
3a380fc6-cf6a-49a3-ad48-b63f0d0ca99c,Electronics,6.8,Other,0.006637,217.89,6150,66ff335c-ba71-4ad9-9fea-3bb4820ac548,Online,1994,Medium,Urban
6a6ba1f5-0a17-4fb5-b83f-f269822418a3,Food,2.1,Low Fat,0.156598,469.86,9578,824d4cf1-2726-4b77-95eb-13849f0d51ad,Fashion Store,2016,Large,Urban
afc3f684-7400-4c74-b8bb-a42aad7519a6,Clothing,0.32,Other,0.837302,135.83,7376,4ba536b9-4bb7-457e-9a18-9c5043e28e6d,Fashion Store,2002,Medium,Urban
b003462e-493b-4f76-9173-6e1659bc4a98,Clothing,0.32,Other,0.835759,169.83,611,a10a0ee2-35b2-4da7-8847-d6dad23122bd,Fashion Store,2004,Medium,Rural
78239219-41a1-4ef7-831c-76fa6ebcc3ce,Appliances,7.14,Other,0.145577,236.47,388,7faa5d28-acbd-4027-b297-cdf9cb31016d,Online,1992,Small,Urban
91fb90e8-b7e3-4309-9132-153eca2cac3e,Food,2.1,Low Fat,0.802717,234.25,860,98f68277-c015-4b1a-9034-9dad58d69627,Fashion Store,2005,Large,Rural
4e264621-7330-4789-8b1b-ce4a377d4c4b,Electronics,6.8,Other,0.021607,326.98,512,88c2a907-5d5c-4d28-96b8-ea2d523d37d0,Supermarket,1993,Medium,Urban
05716938-f893-45e1-a208-79b35323c498,Electronics,6.8,Other,0.290771,82.9,9801,c2a65663-44a4-4d57-ab8e-96922e3a4d13,Fashion Store,2010,Medium,Rural
201281d3-7b6f-482f-947a-2cdb50e231ab,Electronics,6.8,Other,0.807849,394.12,4935,5e1f14f0-659f-45ad-a49a-6c00d24b953a,Supermarket,2000,Medium,Rural
33ff4f6b-72a0-447e-9469-54e429b31692,Clothing,0.32,Other,0.244932,156.06,3936,1dac7b72-f86d-4a3a-8dbe-384e2816b82c,Online,1999,Small,Rural
853d56bd-337c-4ca0-8de7-19bb95000427,Food,2.1,Low Fat,0.587672,237.77,5330,e7d58987-72a9-4a07-802a-362ed724b7d3,Fashion Store,2005,Small,Rural
bc6670cb-917d-4546-9fea-8c4a2fc1f41c,Electronics,6.8,Other,0.575305,162.4,8613,aefa2fd5-b213-4025-9997-5414bc58d90f,Fashion Store,2020,Large,Rural
180ad23d-a9f6-40a6-a235-41005a22b6ca,Clothing,0.32,Other,0.213591,93.8,6134,f0dc995b-e2fd-41e7-9977-056be6400b8f,Electronics Store,2020,Medium,Rural
b14b2a7e-9eae-4443-b5d0-6847ddbab68a,Food,2.1,Low Fat,0.034974,242.93,7367,59675cd4-0538-49d4-8b2b-14de26043732,Supermarket,2003,Large,Urban
bfb839cf-0c67-4413-a619-e10c2ca36f7a,Clothing,0.32,Other,0.482165,208.33,3025,3448e99e-e500-49d0-bf04-b81dba8c0e09,Electronics Store,2005,Large,Rural
ef2a3e19-a696-43b2-aac3-3b2b7c1db22d,Appliances,7.14,Other,0.588028,370.11,9035,fae40681-859c-4fe3-ad58-f42c3f48ad48,Electronics Store,1994,Small,Rural
6733befd-58bc-4f93-9e05-cdc7db055832,Electronics,6.8,Other,0.883268,232.52,8961,95220ecd-4a27-4e5e-9e92-f3b81bbdc5d6,Electronics Store,2012,Large,Rural
e89e600c-583e-46da-a32d-b1c0ee44291b,Food,2.1,Regular,0.059675,61.47,1508,163916f7-d25f-4b1e-b903-1d34d7f5f25f,Supermarket,2015,Medium,Rural
14b01c76-b0c0-4608-b0e5-3bd8a34b42ca,Appliances,7.14,Other,0.296594,437.34,5408,022b5be9-5e86-48da-89b9-e5284b49fb36,Fashion Store,2011,Large,Rural
