item_id,date,month,year,location,category,item,sales,price,discount,total_sales_value,profit_margin,advertising_spend
347292,2021-03-05,3,2021,Bangalore,Automotive,Car parts,2565,695,27,1301352,165,1710
616313,2023-09-13,9,2023,Chennai,Beauty and personal care,Skin care,1542,3600,26,4107888,449,6809
590178,2023-06-07,6,2023,Bangalore,Books and stationery,Books,1759,1640,8,2653979,58,5566
241400,2022-01-27,1,2022,Pune,Other,Gifts,2176,919,25,1499808,325,6670
323539,2022-03-17,3,2022,Chennai,Books and stationery,Stationery,331,4483,9,1350324,394,4043
244714,2021-07-11,7,2021,Hyderabad,Electronics,Camera and accessories,899,1731,16,1307181,579,4445
86369,2022-06-03,6,2022,Mumbai,Electronics,Mobile phones,2718,3063,22,6493682,2104,2863
686914,2022-09-04,9,2022,Hyderabad,Toys and games,Toys,1290,493,14,546934,451,3058
941213,2021-08-12,8,2021,Chennai,Electronics,Television and home theater,2180,2329,7,4721814,2259,8459
957346,2023-11-16,11,2023,Bangalore,Automotive,Oils and fluids,2030,517,2,1028519,258,9164
606892,2023-07-16,7,2023,Kolkata,Sports and outdoor,Sports equipment,1263,2714,24,2605114,777,4668
291607,2023-04-13,4,2023,Delhi,Home and kitchen,Bedding and bathroom,637,781,11,442772,349,4557
451769,2023-02-19,2,2023,Ahmedabad,Grocery,Fruits and vegetables,2258,2880,30,4552128,2340,8659
8854,2021-01-09,1,2021,Pune,Grocery,Meat and seafood,1247,1127,29,997811,1007,3057
606892,2023-12-17,12,2023,Kolkata,Sports and outdoor,Sports equipment,2357,3402,2,7858143,1675,1516
712704,2021-03-30,3,2021,Mumbai,Other,Musical instruments,1353,657,21,702247,610,3795
927877,2021-03-28,3,2021,Mumbai,Other,Pet supplies,1713,1632,27,2040799,982,6993
920471,2021-04-02,4,2021,Bangalore,Toys and games,Puzzles,1545,3514,7,5049090,670,4666
288342,2023-10-27,10,2023,Bangalore,Toys and games,Crafts,2369,3082,6,6863182,800,625
347292,2023-03-25,3,2023,Chennai,Automotive,Car parts,894,1486,3,1288629,270,6214
288342,2022-06-09,6,2022,Mumbai,Toys and games,Crafts,1408,4605,14,5576102,3283,3904
241400,2022-11-19,11,2022,Kolkata,Other,Gifts,2116,291,17,511077,224,759
639741,2021-05-02,5,2021,Delhi,Beauty and personal care,Men's grooming,2030,3872,22,6130924,98,936
291607,2021-04-22,4,2021,Bangalore,Home and kitchen,Bedding and bathroom,779,4617,16,3021180,1090,4589
923616,2021-02-23,2,2021,Bangalore,Clothing,Women's clothing,1857,4751,23,6793407,179,752
546586,2023-06-24,6,2023,Kolkata,Clothing,Children's clothing,376,168,21,49902,41,216
688814,2021-06-05,6,2021,Kolkata,Books and stationery,Office supplies,2836,260,9,670997,77,8295
137626,2021-10-13,10,2021,Pune,Clothing,Accessories,772,2562,6,1859192,568,8590
241400,2022-08-04,8,2022,Kolkata,Other,Gifts,949,3164,11,2672346,2644,4560
260309,2022-09-28,9,2022,Pune,Electronics,Computers and laptops,344,1429,2,481744,1225,9918
480150,2023-10-08,10,2023,Hyderabad,Beauty and personal care,Perfume,680,1475,16,842520,608,4343
260309,2023-06-01,6,2023,Ahmedabad,Electronics,Computers and laptops,887,244,14,186128,138,9305
606892,2023-08-22,8,2023,Mumbai,Sports and outdoor,Sports equipment,2791,3685,7,9564896,333,9021
923616,2021-08-13,8,2021,Pune,Clothing,Women's clothing,1775,4635,4,7898040,298,5217
871502,2023-11-19,11,2023,Ahmedabad,Clothing,Sports clothing,2224,1934,21,3397960,336,566
451769,2021-09-20,9,2021,Hyderabad,Grocery,Fruits and vegetables,207,894,5,175805,204,1015
959589,2021-12-30,12,2021,Ahmedabad,Automotive,Tires,230,2253,12,456007,496,6737
771439,2022-02-12,2,2022,Kolkata,Dairy,Ice cream,693,877,30,425432,325,2230
118120,2023-11-28,11,2023,Mumbai,Grocery,Canned and packaged food,1829,998,15,1551540,747,4888
639741,2021-05-18,5,2021,Delhi,Beauty and personal care,Men's grooming,2299,4319,15,8439973,2195,6387
16266,2022-07-27,7,2022,Hyderabad,Beauty and personal care,Hair care,506,4297,0,2174282,2986,3793
288342,2021-09-23,9,2021,Ahmedabad,Toys and games,Crafts,800,1979,4,1519872,888,648
265020,2021-04-04,4,2021,Ahmedabad,Sports and outdoor,Outdoor clothing,711,246,21,138175,20,8347
787503,2022-01-26,1,2022,Pune,Dairy,Yogurt,802,1618,20,1038108,800,6017
451769,2023-03-23,3,2023,Mumbai,Grocery,Fruits and vegetables,1308,2463,15,2738363,2103,1835
635723,2023-06-17,6,2023,Chennai,Grocery,Grains and pulses,446,1920,27,625113,233,9635
291607,2022-05-31,5,2022,Mumbai,Home and kitchen,Bedding and bathroom,588,807,21,374867,233,610
81516,2021-09-21,9,2021,Pune,Dairy,Butter,322,3271,4,1011131,2987,7563
8854,2023-07-15,7,2023,Pune,Grocery,Meat and seafood,259,2433,11,560830,1612,954
119346,2023-07-14,7,2023,Ahmedabad,Electronics,Audio equipment,750,4283,3,3115882,1019,5640
965420,2023-02-11,2,2023,Pune,Books and stationery,Art supplies,2779,4264,3,11494166,1778,7653
977511,2023-12-02,12,2023,Bangalore,Home and kitchen,Cleaning supplies,2580,368,22,740563,95,8091
690362,2022-12-23,12,2022,Chennai,Other,Industrial and scientific supplies,2946,1764,29,3689688,442,1132
347292,2022-06-17,6,2022,Pune,Automotive,Car parts,201,2171,15,370915,1401,4032
8854,2023-01-03,1,2023,Ahmedabad,Grocery,Meat and seafood,2969,2056,24,4639240,45,299
868937,2021-03-15,3,2021,Kolkata,Beauty and personal care,Health and wellness,1691,3044,14,4426767,1446,3368
288342,2023-07-18,7,2023,Bangalore,Toys and games,Crafts,1947,2101,20,3272517,1651,9065
771439,2023-06-04,6,2023,Hyderabad,Dairy,Ice cream,448,2606,24,887290,1379,4311
959447,2022-08-05,8,2022,Pune,Home and kitchen,Kitchen appliances,942,3040,21,2262307,2261,7616
740351,2022-01-13,1,2022,Delhi,Grocery,Bakery,2090,2681,24,4258500,1004,4018
288342,2022-11-16,11,2022,Ahmedabad,Toys and games,Crafts,184,3919,13,627353,205,8342
244714,2023-10-21,10,2023,Hyderabad,Electronics,Camera and accessories,1313,160,21,165963,75,7410
941213,2023-05-03,5,2023,Hyderabad,Electronics,Television and home theater,2066,3777,8,7179019,1379,9440
590178,2021-06-28,6,2021,Delhi,Books and stationery,Books,2750,1752,4,4625280,10,940
639741,2021-06-02,6,2021,Delhi,Beauty and personal care,Men's grooming,2449,1236,7,2815076,298,9714
480150,2021-12-15,12,2021,Chennai,Beauty and personal care,Perfume,547,3603,17,1635798,2381,1195
686914,2022-07-28,7,2022,Pune,Toys and games,Toys,2508,2502,14,5396513,1709,7201
423976,2022-04-15,4,2022,Delhi,Grocery,Spices and herbs,1237,1459,26,1335539,1306,9867
157636,2022-04-07,4,2022,Hyderabad,Home and kitchen,Furniture,831,2230,18,1519566,88,4464
635723,2022-02-22,2,2022,Mumbai,Grocery,Grains and pulses,1613,1698,28,1971989,392,7378
137626,2023-11-21,11,2023,Delhi,Clothing,Accessories,552,145,2,78439,19,3075
785610,2021-11-10,11,2021,Hyderabad,Home and kitchen,Decoration,1939,783,0,1518237,540,8780
480150,2022-12-30,12,2022,Mumbai,Beauty and personal care,Perfume,2527,3635,29,6521807,2244,8716
288342,2022-09-02,9,2022,Delhi,Toys and games,Crafts,351,1158,5,386135,366,1329
787503,2023-07-28,7,2023,Bangalore,Dairy,Yogurt,1166,2192,7,2376960,75,2038
959447,2022-06-25,6,2022,Mumbai,Home and kitchen,Kitchen appliances,568,945,29,381099,823,340
688814,2023-01-13,1,2023,Hyderabad,Books and stationery,Office supplies,2605,3071,19,6479963,876,3596
347292,2022-05-02,5,2022,Pune,Automotive,Car parts,853,1352,12,1014865,204,8188
606892,2021-09-12,9,2021,Hyderabad,Sports and outdoor,Sports equipment,445,4748,2,2070602,2806,5907
81516,2022-10-19,10,2022,Kolkata,Dairy,Butter,1338,4402,24,4476305,4033,3853
635723,2021-10-15,10,2021,Hyderabad,Grocery,Grains and pulses,355,1856,29,467804,94,1090
957346,2021-10-07,10,2021,Pune,Automotive,Oils and fluids,2417,3827,25,6937394,1358,360
16266,2022-02-24,2,2022,Pune,Beauty and personal care,Hair care,2008,4454,16,7512650,2267,384
323539,2021-08-02,8,2021,Mumbai,Books and stationery,Stationery,2622,3037,27,5813000,2773,3416
86369,2023-01-11,1,2023,Ahmedabad,Electronics,Mobile phones,1862,4988,4,8916149,4908,4602
137626,2022-10-09,10,2022,Bangalore,Automotive,Accessories,1693,1903,9,2931818,1763,1554
870504,2023-01-09,1,2023,Chennai,Electronics,Home appliances,81,2688,20,174182,1414,3431
712704,2023-04-22,4,2023,Mumbai,Other,Musical instruments,2878,3549,11,9090479,3305,6930
923616,2022-11-11,11,2022,Ahmedabad,Clothing,Women's clothing,2788,4971,24,10532952,283,3787
288342,2022-01-26,1,2022,Hyderabad,Toys and games,Crafts,1000,3560,1,3524400,2508,3327
265020,2022-01-23,1,2022,Bangalore,Sports and outdoor,Outdoor clothing,2365,3002,11,6318759,2258,8055
868937,2022-07-18,7,2022,Ahmedabad,Beauty and personal care,Health and wellness,166,3933,30,457014,2705,8207
639741,2023-08-25,8,2023,Kolkata,Beauty and personal care,Men's grooming,382,2849,0,1088318,1513,104
959589,2021-02-09,2,2021,Ahmedabad,Automotive,Tires,690,4769,20,2632488,162,3643
927877,2021-05-29,5,2021,Bangalore,Other,Pet supplies,2265,3235,0,7327275,1194,7337
686914,2022-09-29,9,2022,Kolkata,Toys and games,Toys,1793,2886,21,4087932,697,6492
920471,2021-12-10,12,2021,Hyderabad,Toys and games,Puzzles,697,3423,27,1741656,3269,918
787503,2023-12-19,12,2023,Kolkata,Dairy,Yogurt,1518,3259,23,3809314,2924,1542
339067,2021-10-25,10,2021,Hyderabad,Dairy,Cheese,523,4340,15,1929347,3774,7352
81516,2023-12-08,12,2023,Chennai,Dairy,Butter,1196,2860,9,3112709,1742,9213
639741,2022-10-31,10,2022,Ahmedabad,Beauty and personal care,Men's grooming,759,1578,3,1161770,1504,9995
957346,2023-06-13,6,2023,Delhi,Automotive,Oils and fluids,791,1951,12,1358052,1787,5366
323539,2021-01-04,1,2021,Bangalore,Books and stationery,Stationery,1491,392,23,450043,343,5364
590178,2021-10-22,10,2021,Bangalore,Books and stationery,Books,1093,3794,20,3317473,2975,9220
527637,2021-06-03,6,2021,Mumbai,Clothing,Shoes,164,712,4,112097,622,7096
977511,2022-11-18,11,2022,Pune,Home and kitchen,Cleaning supplies,696,1971,24,1042580,775,3341
590178,2021-12-04,12,2021,Mumbai,Books and stationery,Books,2552,390,28,716601,108,167
787503,2022-02-10,2,2022,Bangalore,Dairy,Yogurt,2709,3050,30,5783715,2065,6798
118120,2022-10-06,10,2022,Pune,Grocery,Canned and packaged food,580,707,19,332148,282,9792
959589,2021-07-21,7,2021,Kolkata,Automotive,Tires,2113,4319,22,7118316,1507,329
347292,2021-10-10,10,2021,Ahmedabad,Automotive,Car parts,2371,2140,26,3754715,1215,1316
686914,2023-04-11,4,2023,Mumbai,Toys and games,Toys,18,1654,10,26794,1111,7685
241400,2022-04-03,4,2022,Kolkata,Other,Gifts,150,3859,22,451503,3416,2513
936403,2021-05-09,5,2021,Ahmedabad,Dairy,Milk,704,470,12,291174,300,1124
758146,2023-06-07,6,2023,Chennai,Sports and outdoor,Cycling,2105,1737,11,3254182,1367,4744
451769,2023-07-24,7,2023,Mumbai,Grocery,Fruits and vegetables,923,1377,0,1270971,857,7801
923713,2023-04-22,4,2023,Delhi,Sports and outdoor,Fitness equipment,185,141,10,23476,77,3142
317073,2023-01-02,1,2023,Pune,Electronics,Watches,2318,4286,13,8643404,616,1799
291607,2023-08-04,8,2023,Ahmedabad,Home and kitchen,Bedding and bathroom,1359,2166,5,2796414,212,4772
682416,2023-04-04,4,2023,Delhi,Home and kitchen,Gardening,555,2896,11,1430479,2152,3143
639741,2023-08-23,8,2023,Kolkata,Beauty and personal care,Men's grooming,1968,2665,11,4667800,2171,7438
81516,2022-03-08,3,2022,Chennai,Dairy,Butter,424,4159,1,1745781,2803,5816
690362,2021-04-14,4,2021,Mumbai,Other,Industrial and scientific supplies,1796,2667,26,3544549,2587,4438
317073,2022-10-13,10,2022,Pune,Electronics,Watches,930,2663,18,2030803,1464,9708
611210,2021-06-24,6,2021,Bangalore,Sports and outdoor,Camping and hiking,654,3456,0,2260224,1392,7800
81516,2022-04-12,4,2022,Hyderabad,Dairy,Butter,2340,4591,8,9883504,2018,4089
639741,2022-09-21,9,2022,Kolkata,Beauty and personal care,Men's grooming,1690,2730,2,4521426,1477,650
936403,2022-12-18,12,2022,Chennai,Dairy,Milk,1026,3255,17,2771892,1740,9770
959447,2021-01-14,1,2021,Hyderabad,Home and kitchen,Kitchen appliances,2416,2892,1,6917201,480,5018
347292,2023-11-12,11,2023,Delhi,Automotive,Car parts,1419,2238,16,2667606,1809,7537
785610,2022-08-21,8,2022,Hyderabad,Home and kitchen,Decoration,1763,2663,30,3286408,676,2831
936403,2022-10-09,10,2022,Pune,Dairy,Milk,1708,2940,24,3816355,2852,9551
635723,2023-07-25,7,2023,Mumbai,Grocery,Grains and pulses,1499,197,1,292349,127,4905
639741,2022-04-03,4,2022,Pune,Beauty and personal care,Men's grooming,464,1147,25,399156,334,9725
451769,2023-01-02,1,2023,Delhi,Grocery,Fruits and vegetables,2065,3311,2,6700470,2314,2827
611210,2021-11-09,11,2021,Kolkata,Sports and outdoor,Camping and hiking,389,506,19,159435,422,1326
682416,2021-07-29,7,2021,Pune,Home and kitchen,Gardening,816,540,15,374544,178,8393
81516,2021-04-08,4,2021,Ahmedabad,Dairy,Butter,2547,3505,12,7855966,1352,6879
137626,2021-08-25,8,2021,Delhi,Automotive,Accessories,2071,3726,16,6481898,405,3111
241126,2022-01-30,1,2022,Chennai,Grocery,Snacks and sweets,2850,650,16,1556100,467,9293
787503,2022-03-22,3,2022,Pune,Dairy,Yogurt,2745,1694,13,4045526,1176,8559
347292,2021-12-13,12,2021,Ahmedabad,Automotive,Car parts,22,2035,8,41188,1128,3481
785610,2022-10-28,10,2022,Mumbai,Home and kitchen,Decoration,2624,2710,16,5973273,1116,9744
611210,2021-11-25,11,2021,Hyderabad,Sports and outdoor,Camping and hiking,421,2339,16,827163,659,8030
758146,2023-06-26,6,2023,Hyderabad,Sports and outdoor,Cycling,2012,1310,19,2134933,28,6679
959447,2022-01-31,1,2022,Ahmedabad,Home and kitchen,Kitchen appliances,1925,633,16,1023561,461,7948
957346,2021-12-17,12,2021,Bangalore,Automotive,Oils and fluids,1910,3624,2,6783403,1540,4814
686914,2021-11-26,11,2021,Delhi,Toys and games,Toys,824,2983,29,1745174,1583,2689
291607,2021-05-28,5,2021,Chennai,Home and kitchen,Bedding and bathroom,2220,4329,7,8937653,3418,5986
959589,2022-01-30,1,2022,Delhi,Automotive,Tires,269,963,21,204647,512,8919
923616,2022-10-01,10,2022,Ahmedabad,Clothing,Women's clothing,2264,4710,6,10023633,3685,1224
546586,2022-02-06,2,2022,Ahmedabad,Clothing,Children's clothing,2749,148,26,301070,104,5581
244714,2022-09-01,9,2022,Hyderabad,Electronics,Camera and accessories,532,1852,23,758653,562,8890
771439,2023-06-01,6,2023,Pune,Dairy,Ice cream,831,489,9,369786,407,7935
265020,2021-10-19,10,2021,Delhi,Sports and outdoor,Outdoor clothing,30,1853,10,50031,521,6962
923713,2021-08-17,8,2021,Mumbai,Sports and outdoor,Fitness equipment,1984,2817,24,4247585,1640,6798
959589,2021-08-29,8,2021,Chennai,Automotive,Tires,1839,2335,15,3649955,2271,6955
44017,2021-06-08,6,2021,Chennai,Grocery,Beverages,1697,4956,5,7989815,3338,4700
81516,2023-06-03,6,2023,Chennai,Dairy,Butter,292,4220,19,998114,3229,1985
137626,2021-12-17,12,2021,Chennai,Clothing,Accessories,1507,51,17,63791,11,1731
923616,2021-12-10,12,2021,Kolkata,Clothing,Women's clothing,1512,1611,30,1705082,744,8998
241126,2022-03-13,3,2022,Kolkata,Grocery,Snacks and sweets,2999,2282,19,5543411,1300,1207
682416,2023-03-23,3,2023,Pune,Home and kitchen,Gardening,1346,993,5,1269749,720,5619
758146,2023-12-15,12,2023,Ahmedabad,Sports and outdoor,Cycling,371,2185,23,624188,1448,8197
959589,2023-01-21,1,2023,Ahmedabad,Automotive,Tires,623,2799,23,1342708,2170,2398
590178,2022-04-24,4,2022,Ahmedabad,Books and stationery,Books,2706,1741,26,3486248,20,9771
787503,2021-01-13,1,2021,Kolkata,Dairy,Yogurt,1850,4332,22,6251076,3559,5718
639741,2022-03-08,3,2022,Ahmedabad,Beauty and personal care,Men's grooming,2153,725,27,1139475,202,6109
690362,2023-02-04,2,2023,Bangalore,Other,Industrial and scientific supplies,2,4554,30,6375,3993,9736
119346,2023-04-13,4,2023,Bangalore,Electronics,Audio equipment,2739,4941,9,12315393,1009,3783
712704,2021-01-28,1,2021,Ahmedabad,Other,Musical instruments,2728,3705,29,7176140,3177,8426
288342,2021-11-08,11,2021,Hyderabad,Toys and games,Crafts,647,1585,0,1025495,1324,9855
959589,2022-10-18,10,2022,Pune,Automotive,Tires,54,2107,0,113778,1394,9309
785610,2023-04-24,4,2023,Hyderabad,Home and kitchen,Decoration,2029,4437,12,7922352,707,404
137626,2022-08-03,8,2022,Chennai,Clothing,Accessories,1393,3117,3,4211721,298,3728
339067,2021-10-27,10,2021,Bangalore,Dairy,Cheese,526,1445,5,722066,1029,7021
957346,2021-04-01,4,2021,Chennai,Automotive,Oils and fluids,73,1077,18,64469,282,5267
690362,2021-08-12,8,2021,Ahmedabad,Other,Industrial and scientific supplies,964,1565,26,1116408,1439,6393
936403,2021-03-14,3,2021,Delhi,Dairy,Milk,155,3238,30,351323,2490,4470
8854,2021-05-03,5,2021,Hyderabad,Grocery,Meat and seafood,2768,227,29,446118,163,9588
936403,2023-05-04,5,2023,Kolkata,Dairy,Milk,1631,2827,6,4334186,2031,8206
927877,2021-07-25,7,2021,Bangalore,Other,Pet supplies,1658,4446,18,6044603,2280,4126
546586,2022-05-30,5,2022,Mumbai,Clothing,Children's clothing,942,4554,20,3431894,3188,1802
686914,2021-02-02,2,2021,Delhi,Toys and games,Toys,1534,2109,8,2976389,1570,257
288342,2022-12-01,12,2022,Kolkata,Toys and games,Crafts,950,4888,8,4272112,3337,7508
100796,2021-12-09,12,2021,Hyderabad,Toys and games,Games,2218,2562,25,4261887,1212,7522
959447,2023-03-20,3,2023,Ahmedabad,Home and kitchen,Kitchen appliances,2626,3431,23,6937550,2756,4523
740351,2023-12-26,12,2023,Hyderabad,Grocery,Bakery,515,1145,21,465843,964,5840
323539,2021-12-26,12,2021,Delhi,Books and stationery,Stationery,2303,580,23,1028519,299,5399
546586,2021-03-13,3,2021,Kolkata,Clothing,Children's clothing,2269,3571,4,7778495,975,6787
100796,2021-05-19,5,2021,Delhi,Toys and games,Games,2761,4665,8,11849659,1703,4970
923616,2022-03-25,3,2022,Ahmedabad,Clothing,Women's clothing,304,2562,22,607501,478,4289
347292,2023-07-01,7,2023,Kolkata,Automotive,Car parts,1031,2204,0,2272324,1339,979
965420,2021-12-05,12,2021,Bangalore,Books and stationery,Art supplies,1735,3159,13,4768352,2700,2113
667236,2022-01-07,1,2022,Delhi,Electronics,Gaming,1007,1182,10,1071246,1002,7081
606892,2021-07-09,7,2021,Pune,Sports and outdoor,Sports equipment,2050,2684,27,4016606,132,7862
100796,2021-11-25,11,2021,Hyderabad,Toys and games,Games,1055,2293,15,2056247,990,5626
923713,2023-12-13,12,2023,Mumbai,Sports and outdoor,Fitness equipment,1553,3609,15,4764060,2114,8356
480150,2022-10-21,10,2022,Bangalore,Beauty and personal care,Perfume,741,2535,30,1314904,1277,3375
785610,2022-08-30,8,2022,Mumbai,Home and kitchen,Decoration,1927,4012,23,5952965,445,6828
758146,2021-12-19,12,2021,Mumbai,Sports and outdoor,Cycling,128,234,23,23063,77,1717
265020,2022-03-20,3,2022,Pune,Sports and outdoor,Outdoor clothing,2184,4931,18,8830829,3900,3031
957346,2023-10-14,10,2023,Hyderabad,Automotive,Oils and fluids,663,1187,25,590235,1000,7597
606892,2021-09-23,9,2021,Chennai,Sports and outdoor,Sports equipment,1216,4597,25,4192464,194,4774
977511,2023-12-06,12,2023,Ahmedabad,Home and kitchen,Cleaning supplies,446,4546,11,1804489,1534,5849
590178,2023-08-18,8,2023,Hyderabad,Books and stationery,Books,553,4173,4,2215362,2081,8854
291607,2023-04-01,4,2023,Pune,Home and kitchen,Bedding and bathroom,2107,591,24,946380,415,1030
436259,2023-02-19,2,2023,Hyderabad,Clothing,Men's clothing,887,4738,2,4118553,4255,8377
8854,2021-11-30,11,2021,Hyderabad,Grocery,Meat and seafood,1290,4610,11,5292741,3864,2525
137626,2022-05-16,5,2022,Pune,Automotive,Accessories,2495,3657,16,7664340,2550,9141
423976,2022-11-26,11,2022,Chennai,Grocery,Spices and herbs,1045,1220,20,1019920,375,4204
44017,2022-06-04,6,2022,Mumbai,Grocery,Beverages,110,2343,25,193297,367,9726
137626,2023-10-16,10,2023,Delhi,Clothing,Accessories,2097,629,15,1121161,131,3756
923713,2023-05-01,5,2023,Hyderabad,Sports and outdoor,Fitness equipment,631,3530,28,1603749,3048,8315
688814,2021-06-13,6,2021,Bangalore,Books and stationery,Office supplies,1261,1941,9,2227316,1127,2133
323539,2023-08-14,8,2023,Kolkata,Books and stationery,Stationery,1252,2554,11,2845871,166,5512
758146,2023-09-13,9,2023,Pune,Sports and outdoor,Cycling,802,2446,10,1765522,333,1021
527637,2023-01-06,1,2023,Pune,Clothing,Shoes,2418,155,11,333563,124,9574
936403,2021-08-31,8,2021,Bangalore,Dairy,Milk,1226,4687,17,4769397,947,8841
137626,2021-10-25,10,2021,Ahmedabad,Clothing,Accessories,1391,484,7,626116,213,9694
436259,2021-07-05,7,2021,Bangalore,Clothing,Men's clothing,522,3986,19,1685360,2231,589
682416,2022-08-29,8,2022,Mumbai,Home and kitchen,Gardening,2358,539,17,1054898,164,4761
118120,2023-10-13,10,2023,Delhi,Grocery,Canned and packaged food,2127,4952,22,8215665,4071,3168
977511,2021-04-11,4,2021,Kolkata,Home and kitchen,Cleaning supplies,881,2127,19,1517848,1004,7858
959447,2023-09-24,9,2023,Mumbai,Home and kitchen,Kitchen appliances,2865,2084,28,4298875,1900,2784
8854,2023-09-26,9,2023,Kolkata,Grocery,Meat and seafood,2192,3247,4,6832727,2471,5668
157636,2022-07-26,7,2022,Chennai,Home and kitchen,Furniture,2552,3716,6,8914238,2213,3641
423976,2023-07-03,7,2023,Delhi,Grocery,Spices and herbs,2416,2750,7,6178920,1505,9630
451769,2021-05-02,5,2021,Mumbai,Grocery,Fruits and vegetables,2840,773,11,1953834,40,3328
100796,2023-06-11,6,2023,Chennai,Toys and games,Games,1239,1226,1,1503823,404,3220
688814,2023-02-23,2,2023,Bangalore,Books and stationery,Office supplies,314,802,21,198944,354,1774
347292,2021-11-04,11,2021,Bangalore,Automotive,Car parts,1961,2255,20,3537644,1075,3535
241126,2022-01-18,1,2022,Bangalore,Grocery,Snacks and sweets,2654,3858,0,10239132,1792,1035
317073,2023-07-17,7,2023,Bangalore,Electronics,Watches,2095,3050,14,5495185,1561,7223
527637,2023-09-10,9,2023,Pune,Clothing,Shoes,1365,3984,8,5003107,63,7928
323539,2023-06-24,6,2023,Kolkata,Books and stationery,Stationery,1876,3050,6,5378492,392,9177
118120,2023-09-02,9,2023,Pune,Grocery,Canned and packaged food,2076,2684,16,4680466,1984,8600
590178,2021-03-17,3,2021,Kolkata,Books and stationery,Books,2352,708,27,1215607,282,9078
119346,2021-06-23,6,2021,Hyderabad,Electronics,Audio equipment,1111,3196,28,2556544,2345,8551
16266,2021-07-01,7,2021,Chennai,Beauty and personal care,Hair care,1206,2494,4,2887453,1356,7136
959447,2022-10-07,10,2022,Ahmedabad,Home and kitchen,Kitchen appliances,2814,2358,21,5241975,2210,1050
682416,2023-10-23,10,2023,Mumbai,Home and kitchen,Gardening,2788,1909,27,3885273,1046,2080
323539,2023-03-23,3,2023,Kolkata,Books and stationery,Stationery,2627,135,28,255344,17,8797
959447,2021-09-25,9,2021,Ahmedabad,Home and kitchen,Kitchen appliances,2270,4118,29,6636980,1266,1288
118120,2022-04-17,4,2022,Chennai,Grocery,Canned and packaged food,550,4635,8,2345310,2407,9653
436259,2023-08-31,8,2023,Hyderabad,Clothing,Men's clothing,1069,841,24,683262,323,8461
590178,2022-02-23,2,2022,Chennai,Books and stationery,Books,1653,3174,3,5089223,56,8798
920471,2023-07-31,7,2023,Pune,Toys and games,Puzzles,2,3067,9,5581,2896,4743
611210,2022-01-14,1,2022,Kolkata,Sports and outdoor,Camping and hiking,735,3085,2,2222125,2227,9909
712704,2023-07-08,7,2023,Bangalore,Other,Musical instruments,2127,2793,22,4633754,651,7055
771439,2021-09-23,9,2021,Kolkata,Dairy,Ice cream,2132,4437,28,6810972,4271,1372
317073,2023-06-08,6,2023,Kolkata,Electronics,Watches,993,4114,6,3840089,691,6223
423976,2021-07-25,7,2021,Chennai,Grocery,Spices and herbs,1628,4133,6,6324812,3033,392
137626,2023-06-30,6,2023,Hyderabad,Automotive,Accessories,1712,4923,0,8428176,3000,705
920471,2022-03-29,3,2022,Pune,Toys and games,Puzzles,2373,3405,6,7595261,2408,1368
119346,2023-09-28,9,2023,Bangalore,Electronics,Audio equipment,1439,1672,3,2333827,1533,5239
639741,2022-02-25,2,2022,Ahmedabad,Beauty and personal care,Men's grooming,172,1179,12,178453,757,7777
137626,2021-01-13,1,2021,Hyderabad,Automotive,Accessories,2675,2244,0,6002700,102,7294
957346,2023-02-14,2,2023,Bangalore,Automotive,Oils and fluids,267,237,21,49990,199,8310
241126,2021-01-18,1,2021,Kolkata,Grocery,Snacks and sweets,330,1037,14,294300,549,4247
265020,2022-04-28,4,2022,Kolkata,Sports and outdoor,Outdoor clothing,2461,4930,12,10676802,3955,9103
137626,2021-05-20,5,2021,Pune,Automotive,Accessories,717,4458,15,2716928,3289,8109
347292,2022-01-01,1,2022,Ahmedabad,Automotive,Car parts,1095,2283,8,2299894,1012,3971
868937,2021-11-23,11,2021,Hyderabad,Beauty and personal care,Health and wellness,1987,2084,13,3602589,1535,8971
118120,2021-03-14,3,2021,Hyderabad,Grocery,Canned and packaged food,2010,4111,19,6693119,2598,5895
923616,2022-08-09,8,2022,Chennai,Clothing,Women's clothing,8,3726,6,28019,2605,7997
957346,2022-06-09,6,2022,Ahmedabad,Automotive,Oils and fluids,904,1045,30,661276,51,3400
86369,2022-08-10,8,2022,Pune,Electronics,Mobile phones,1619,3905,5,6006085,245,1906
785610,2023-04-11,4,2023,Hyderabad,Home and kitchen,Decoration,1892,2497,6,4440864,1788,6646
119346,2023-07-31,7,2023,Pune,Electronics,Audio equipment,1917,3826,6,6894375,3518,4014
635723,2022-10-14,10,2022,Ahmedabad,Grocery,Grains and pulses,313,1269,12,349533,419,8029
785610,2022-05-09,5,2022,Hyderabad,Home and kitchen,Decoration,382,3962,16,1271326,257,409
118120,2022-04-27,4,2022,Kolkata,Grocery,Canned and packaged food,1271,3429,19,3530189,2855,4013
965420,2023-06-10,6,2023,Ahmedabad,Books and stationery,Art supplies,1004,4774,19,3882407,2699,6378
241126,2021-07-25,7,2021,Pune,Grocery,Snacks and sweets,2795,3429,3,9296533,1869,4478
927877,2022-05-28,5,2022,Pune,Other,Pet supplies,2002,720,22,1124323,580,9343
936403,2022-10-31,10,2022,Delhi,Dairy,Milk,1852,4778,12,7786993,2514,7213
927877,2022-05-03,5,2022,Pune,Other,Pet supplies,2086,587,24,930606,51,1622
